model_name,total_flops,total_params,run_id,array_size,precision_val,batch_size,clock_ghz,latency_ms,power_w,memory_mb,data_source,throughput_ops_s
densenet-9.onnx,5668323328,7895208,27,32,32,1,1.48,25.414800002181437,40.79222179460721,248.97626407141536,real_benchmark,223032379854.00116
densenet-9.onnx,5668323328,7895208,28,32,32,1,1.48,27.542899995751213,50.59360393780216,822.2301310092963,real_benchmark,205799800633.71683
densenet-9.onnx,5668323328,7895208,29,32,32,1,1.48,24.24070000415668,45.973046893805794,466.0138844201455,real_benchmark,233834968752.05844
densenet-9.onnx,5668323328,7895208,30,32,32,1,1.48,23.76179999555461,28.789427586868598,802.7659766062367,real_benchmark,238547724880.28842
densenet-9.onnx,5668323328,7895208,31,32,32,1,1.48,26.117800000065472,12.102116403861071,209.48836761825285,real_benchmark,217029126801.86658
densenet-9.onnx,5668323328,7895208,32,32,32,1,1.48,26.081299998622853,34.61673318687405,826.1688766873311,real_benchmark,217332852591.67676
densenet-9.onnx,5668323328,7895208,33,32,32,1,1.48,25.461800003540702,37.608296968324275,702.7681482433836,real_benchmark,222620683817.003
densenet-9.onnx,5668323328,7895208,34,32,32,1,1.48,25.536199995258357,33.868240299837744,366.0715749786026,real_benchmark,221972076074.45557
densenet-9.onnx,5668323328,7895208,35,32,32,1,1.48,26.37450000474928,49.11559923278943,248.07187350837285,real_benchmark,214916807028.7323
densenet-9.onnx,5668323328,7895208,36,32,32,1,1.48,26.607699997839518,23.849461113168726,714.1346947075838,real_benchmark,213033194468.52808
densenet-9.onnx,5668323328,7895208,37,32,32,1,1.48,25.737300005857833,36.6284662096042,952.0236438523503,real_benchmark,220237683312.15335
densenet-9.onnx,5668323328,7895208,38,32,32,1,1.48,26.11570000590291,33.277351726679804,330.67980602764845,real_benchmark,217046578369.2872
densenet-9.onnx,5668323328,7895208,39,32,32,1,1.48,23.45160000550095,25.598610500515232,822.0642331143874,real_benchmark,241703053381.0232
densenet-9.onnx,5668323328,7895208,40,32,32,1,1.48,22.76250000431901,46.14414389013267,587.7556227353604,real_benchmark,249020245004.91946
densenet-9.onnx,5668323328,7895208,41,32,32,1,1.48,24.407099997915793,40.72967030580017,296.8067855668823,real_benchmark,232240754882.14648
densenet-9.onnx,5668323328,7895208,42,32,32,1,1.48,23.046499998599757,50.76247862982035,228.79516072869572,real_benchmark,245951590408.27856
densenet-9.onnx,5668323328,7895208,43,32,32,1,1.48,25.94630000385223,28.985572759491646,796.5923611700371,real_benchmark,218463647115.71313
densenet-9.onnx,5668323328,7895208,44,32,32,1,1.48,23.539800000435207,31.518861141786573,488.90432330823916,real_benchmark,240797429370.47906
densenet-9.onnx,5668323328,7895208,45,32,32,1,1.48,23.390900001686532,33.90809525895551,439.0865003484755,real_benchmark,242330279193.6737
densenet-9.onnx,5668323328,7895208,46,32,32,1,1.48,26.569599998765625,19.081818190062098,879.8533171768287,real_benchmark,213338677596.32587
densenet-9.onnx,5668323328,7895208,47,32,32,1,1.48,26.23009999661008,23.838054046461973,733.6536350295266,real_benchmark,216099951152.78104
densenet-9.onnx,5668323328,7895208,48,32,32,1,1.48,26.23440000024857,32.0479748455594,919.9959319073565,real_benchmark,216064530842.9502
densenet-9.onnx,5668323328,7895208,49,32,32,1,1.48,23.973200004547834,8.748287376053158,513.64506251631,real_benchmark,236444167942.7315
densenet-9.onnx,5668323328,7895208,50,32,32,1,1.48,222.20829999423586,12.162829490305887,652.601371709921,real_benchmark,25509053118.839565
googlenet-9.onnx,3165343744,6998552,1,32,32,1,1.48,83.40500000485918,41.839355213473524,831.0112167928988,real_benchmark,37951486647.27039
googlenet-9.onnx,3165343744,6998552,2,32,32,1,1.48,89.63979999680305,4.975358305892213,576.085249608438,real_benchmark,35311811763.445366
googlenet-9.onnx,3165343744,6998552,3,32,32,1,1.48,67.51039999653585,37.27024428171714,234.4665073552054,real_benchmark,46886757361.27208
googlenet-9.onnx,3165343744,6998552,4,32,32,1,1.48,73.51010000274982,16.222271346982012,1015.3363772106824,real_benchmark,43059984191.0376
googlenet-9.onnx,3165343744,6998552,5,32,32,1,1.48,90.49869999580551,42.33152158489222,656.2122326110217,real_benchmark,34976676395.86767
googlenet-9.onnx,3165343744,6998552,6,32,32,1,1.48,73.5257000051206,41.080633511222864,591.5694064012994,real_benchmark,43050848122.21514
googlenet-9.onnx,3165343744,6998552,7,32,32,1,1.48,71.80860000516986,45.14734713929378,457.2863237811293,real_benchmark,44080287650.394394
googlenet-9.onnx,3165343744,6998552,8,32,32,1,1.48,70.74589999683667,30.913479643756038,872.0953719980748,real_benchmark,44742433754.34527
googlenet-9.onnx,3165343744,6998552,9,32,32,1,1.48,97.92339999694377,21.50719378593692,255.90256518865198,real_benchmark,32324691994.955154
googlenet-9.onnx,3165343744,6998552,10,32,32,1,1.48,90.75819999998203,34.78376596044049,738.6258355957322,real_benchmark,34876669480.00982
googlenet-9.onnx,3165343744,6998552,11,32,32,1,1.48,89.67700000357581,53.81053748124006,791.3957573258793,real_benchmark,35297163641.444115
googlenet-9.onnx,3165343744,6998552,12,32,32,1,1.48,80.88440000574337,29.674428645107753,1020.5644477805309,real_benchmark,39134168563.71857
googlenet-9.onnx,3165343744,6998552,13,32,32,1,1.48,100.2128999971319,30.537478666917757,395.4014553495491,real_benchmark,31586190441.456062
googlenet-9.onnx,3165343744,6998552,14,32,32,1,1.48,95.986799999082,37.18468581683316,453.94838121961175,real_benchmark,32976864985.917572
googlenet-9.onnx,3165343744,6998552,15,32,32,1,1.48,85.36489999823971,27.83649159029086,666.3111987153512,real_benchmark,37080155240.21316
googlenet-9.onnx,3165343744,6998552,16,32,32,1,1.48,99.94490000099177,21.736570653326712,948.9701351555334,real_benchmark,31670888099.028465
googlenet-9.onnx,3165343744,6998552,17,32,32,1,1.48,92.57579999393784,41.97899710454929,911.4117860754965,real_benchmark,34191913482.867844
googlenet-9.onnx,3165343744,6998552,18,32,32,1,1.48,81.65759999974398,33.40344019277785,223.9793495101732,real_benchmark,38763614703.46819
googlenet-9.onnx,3165343744,6998552,19,32,32,1,1.48,93.32030000223313,19.30066302167507,693.148283212993,real_benchmark,33919133821.089886
googlenet-9.onnx,3165343744,6998552,20,32,32,1,1.48,76.45129999582423,44.26159833022877,294.6962032586945,real_benchmark,41403399865.96554
googlenet-9.onnx,3165343744,6998552,21,32,32,1,1.48,84.08559999952558,19.787357473064866,736.1401157970547,real_benchmark,37644302282.648384
googlenet-9.onnx,3165343744,6998552,22,32,32,1,1.48,84.25680000073044,42.512322293259295,295.12240905725656,real_benchmark,37567813446.18546
googlenet-9.onnx,3165343744,6998552,23,32,32,1,1.48,77.17419999971753,29.214138700938324,210.32284450458312,real_benchmark,41015569244.79406
googlenet-9.onnx,3165343744,6998552,24,32,32,1,1.48,83.83930000127293,17.389659756397087,718.570330117179,real_benchmark,37754892323.19379
googlenet-9.onnx,3165343744,6998552,25,32,32,1,1.48,87.86959999997634,13.213011305294676,286.24231307236806,real_benchmark,36023195098.20065
googlenet-9.onnx,3165343744,6998552,26,32,32,1,1.48,94.20060000411468,37.81980892568074,1003.2613426670982,real_benchmark,33602161173.726475
googlenet-9.onnx,3165343744,6998552,27,32,32,1,1.48,76.65299999644049,42.43110981383677,739.4833809088749,real_benchmark,41294453500.14987
googlenet-9.onnx,3165343744,6998552,28,32,32,1,1.48,83.72570000210544,41.545476167651685,956.5277231018872,real_benchmark,37806118598.23688
googlenet-9.onnx,3165343744,6998552,29,32,32,1,1.48,81.95690000138711,38.68994728608188,236.35121108007337,real_benchmark,38622053102.86781
googlenet-9.onnx,3165343744,6998552,30,32,32,1,1.48,96.5379999979632,10.749821865184215,469.57412301860035,real_benchmark,32788578011.423313
googlenet-9.onnx,3165343744,6998552,31,32,32,1,1.48,78.62480000039795,12.05426806235742,864.1450055058546,real_benchmark,40258846368.8808
googlenet-9.onnx,3165343744,6998552,32,32,32,1,1.48,98.47910000098636,19.927476872152724,575.4122831017796,real_benchmark,32142289521.00797
googlenet-9.onnx,3165343744,6998552,33,32,32,1,1.48,84.05949999723816,41.86379721742642,887.4697578601003,real_benchmark,37655990626.92497
googlenet-9.onnx,3165343744,6998552,34,32,32,1,1.48,75.88579999719514,52.15962810176107,617.9826523435555,real_benchmark,41711937465.4678
googlenet-9.onnx,3165343744,6998552,35,32,32,1,1.48,83.82310000160942,35.66276886782309,402.7260498195373,real_benchmark,37762188990.13786
googlenet-9.onnx,3165343744,6998552,36,32,32,1,1.48,82.5639000031515,31.984272017167065,813.3981494874768,real_benchmark,38338108348.554
googlenet-9.onnx,3165343744,6998552,37,32,32,1,1.48,81.91599999554455,12.918115265599695,916.4213343729865,real_benchmark,38641336786.124374
googlenet-9.onnx,3165343744,6998552,38,32,32,1,1.48,93.23560000484576,27.08656515038975,734.6423481750779,real_benchmark,33949947700.615288
googlenet-9.onnx,3165343744,6998552,39,32,32,1,1.48,85.32030000060331,42.23050050096271,546.6073642269973,real_benchmark,37099538374.54413
googlenet-9.onnx,3165343744,6998552,40,32,32,1,1.48,96.8492999963928,37.56578123934898,685.4036700863785,real_benchmark,32683186601.43021
googlenet-9.onnx,3165343744,6998552,41,32,32,1,1.48,89.39159999863477,19.889971049605386,585.1630703446006,real_benchmark,35409856676.1121
googlenet-9.onnx,3165343744,6998552,42,32,32,1,1.48,90.2912000019569,31.70776616260855,429.7488325664971,real_benchmark,35057056988.18265
googlenet-9.onnx,3165343744,6998552,43,32,32,1,1.48,80.55220000096597,12.592336877031585,660.0951769065591,real_benchmark,39295559202.1328
googlenet-9.onnx,3165343744,6998552,44,32,32,1,1.48,82.68780000071274,30.58397027505545,237.90310554504856,real_benchmark,38280662249.723854
googlenet-9.onnx,3165343744,6998552,45,32,32,1,1.48,84.23659999971278,39.334755132890066,459.2413794049235,real_benchmark,37576822236.543175
googlenet-9.onnx,3165343744,6998552,46,32,32,1,1.48,92.90830000099959,6.509548443052093,429.48848028233647,real_benchmark,34069547542.748543
googlenet-9.onnx,3165343744,6998552,47,32,32,1,1.48,89.06470000511035,20.201109241946114,904.0991371682958,real_benchmark,35539823788.98013
googlenet-9.onnx,3165343744,6998552,48,32,32,1,1.48,78.83360000414541,50.7690554970726,641.3421705160783,real_benchmark,40152216108.7855
googlenet-9.onnx,3165343744,6998552,49,32,32,1,1.48,90.2018999986467,24.530566791617616,504.35627945250025,real_benchmark,35091763522.13745
googlenet-9.onnx,3165343744,6998552,50,32,32,1,1.48,84.76350000273669,23.448386311959,733.9713952532887,real_benchmark,37343240237.8123
mobilenetv2-7.onnx,858223872,3470784,1,32,32,1,1.48,65.71570000232896,49.57690745903615,541.910934585958,real_benchmark,13059647420.168766
mobilenetv2-7.onnx,858223872,3470784,2,32,32,1,1.48,67.86859999556327,14.884915911958343,416.81220337613985,real_benchmark,12645374621.785393
mobilenetv2-7.onnx,858223872,3470784,3,32,32,1,1.48,35.720100000617094,30.971358163532233,576.9743851133471,real_benchmark,24026356924.67752
mobilenetv2-7.onnx,858223872,3470784,4,32,32,1,1.48,36.90859999915119,18.737985117303854,312.12788477521804,real_benchmark,23252680188.89194
mobilenetv2-7.onnx,858223872,3470784,5,32,32,1,1.48,39.09640000347281,34.85619767850198,779.5616463576935,real_benchmark,21951480748.195915
mobilenetv2-7.onnx,858223872,3470784,6,32,32,1,1.48,51.83750000287546,36.4135763057352,645.0804730653659,real_benchmark,16556042863.803112
mobilenetv2-7.onnx,858223872,3470784,7,32,32,1,1.48,47.68579999654321,13.168303274977536,725.2284634156151,real_benchmark,17997472456.417076
mobilenetv2-7.onnx,858223872,3470784,8,32,32,1,1.48,36.320399995020125,32.71936556609791,405.84736546407987,real_benchmark,23629251663.463802
mobilenetv2-7.onnx,858223872,3470784,9,32,32,1,1.48,36.61939999437891,6.702932883843181,470.35893531161105,real_benchmark,23436317146.969574
mobilenetv2-7.onnx,858223872,3470784,10,32,32,1,1.48,46.75950000091689,6.858309889934821,549.8668835225689,real_benchmark,18354000192.11436
mobilenetv2-7.onnx,858223872,3470784,11,32,32,1,1.48,38.26060000574216,31.40648273033158,578.630771093496,real_benchmark,22431009233.28953
mobilenetv2-7.onnx,858223872,3470784,12,32,32,1,1.48,35.1474999988568,33.74153779328125,684.3373359997333,real_benchmark,24417778562.56958
mobilenetv2-7.onnx,858223872,3470784,13,32,32,1,1.48,35.92709999793442,30.683628239359184,665.4568534623179,real_benchmark,23887925049.596054
mobilenetv2-7.onnx,858223872,3470784,14,32,32,1,1.48,32.69749999890337,36.295492781915755,932.3600532329477,real_benchmark,26247385030.316807
mobilenetv2-7.onnx,858223872,3470784,15,32,32,1,1.48,32.15809999528574,40.461446920967454,862.0529868469375,real_benchmark,26687642370.843193
mobilenetv2-7.onnx,858223872,3470784,16,32,32,1,1.48,39.750200005073566,39.729888053739614,876.5285693812465,real_benchmark,21590429026.53218
mobilenetv2-7.onnx,858223872,3470784,17,32,32,1,1.48,35.710200005269144,46.46301278952241,598.0735968002898,real_benchmark,24033017789.689404
mobilenetv2-7.onnx,858223872,3470784,18,32,32,1,1.48,37.996000006387476,10.994119715303263,657.912866795418,real_benchmark,22587216334.764835
mobilenetv2-7.onnx,858223872,3470784,19,32,32,1,1.48,40.7338000004529,37.959565710732804,597.9841756086986,real_benchmark,21069084445.60679
mobilenetv2-7.onnx,858223872,3470784,20,32,32,1,1.48,43.27789999661036,14.721572281835696,747.3695009145661,real_benchmark,19830534107.875347
mobilenetv2-7.onnx,858223872,3470784,21,32,32,1,1.48,38.92430000269087,43.52083017966689,807.140200804713,real_benchmark,22048537081.99429
mobilenetv2-7.onnx,858223872,3470784,22,32,32,1,1.48,38.31280000304105,16.04981621831895,428.38970831131996,real_benchmark,22400447681.502766
mobilenetv2-7.onnx,858223872,3470784,23,32,32,1,1.48,43.6866000018199,7.76025922790967,458.37372116040274,real_benchmark,19645014076.724857
mobilenetv2-7.onnx,858223872,3470784,24,32,32,1,1.48,51.62719999498222,38.497269051806654,406.73740866572746,real_benchmark,16623482816.875853
mobilenetv2-7.onnx,858223872,3470784,25,32,32,1,1.48,48.09940000268398,41.74870624156083,615.4103392538987,real_benchmark,17842714710.62239
mobilenetv2-7.onnx,858223872,3470784,26,32,32,1,1.48,36.23840000363998,48.43659806438221,861.0507941329117,real_benchmark,23682719764.498302
mobilenetv2-7.onnx,858223872,3470784,27,32,32,1,1.48,46.909600001527,40.356698020078746,245.4207811125713,real_benchmark,18295271585.604294
mobilenetv2-7.onnx,858223872,3470784,28,32,32,1,1.48,38.061700004618615,51.564456810978996,792.6587486226755,real_benchmark,22548227533.08072
mobilenetv2-7.onnx,858223872,3470784,29,32,32,1,1.48,46.66770000039833,35.8240132705016,857.738333765057,real_benchmark,18390104333.247078
mobilenetv2-7.onnx,858223872,3470784,30,32,32,1,1.48,44.569800003955606,15.304426358385486,609.0615647494867,real_benchmark,19255726342.138218
mobilenetv2-7.onnx,858223872,3470784,31,32,32,1,1.48,33.89030000107596,41.52241473596944,429.67401026701003,real_benchmark,25323584387.649353
mobilenetv2-7.onnx,858223872,3470784,32,32,32,1,1.48,40.387299995927606,39.52443217937539,687.1649434415792,real_benchmark,21249845176.244457
mobilenetv2-7.onnx,858223872,3470784,33,32,32,1,1.48,34.921500002383254,46.937910585148884,651.4794626869312,real_benchmark,24575802068.6806
mobilenetv2-7.onnx,858223872,3470784,34,32,32,1,1.48,47.105800003919285,47.65706045257629,451.6505353543095,real_benchmark,18219070091.763527
mobilenetv2-7.onnx,858223872,3470784,35,32,32,1,1.48,38.519899993843865,35.00850660141749,948.5941401423383,real_benchmark,22280012983.86441
mobilenetv2-7.onnx,858223872,3470784,36,32,32,1,1.48,32.35399999539368,29.997341837488143,280.6942940292775,real_benchmark,26526051558.452972
mobilenetv2-7.onnx,858223872,3470784,37,32,32,1,1.48,38.65539999969769,33.90646681630857,828.247880028324,real_benchmark,22201914144.12247
mobilenetv2-7.onnx,858223872,3470784,38,32,32,1,1.48,29.859600006602705,13.82027848197301,727.3844344056411,real_benchmark,28741974835.906216
mobilenetv2-7.onnx,858223872,3470784,39,32,32,1,1.48,55.71110000164481,37.5116831525084,473.27635482732273,real_benchmark,15404899059.158083
mobilenetv2-7.onnx,858223872,3470784,40,32,32,1,1.48,35.63259999646107,18.609871462199546,678.470853893268,real_benchmark,24085356445.64911
mobilenetv2-7.onnx,858223872,3470784,41,32,32,1,1.48,37.43219999887515,36.848103276816786,985.4086021533756,real_benchmark,22927422700.931015
mobilenetv2-7.onnx,858223872,3470784,42,32,32,1,1.48,38.09429999819258,8.590441275552966,1053.6139314499487,real_benchmark,22528931416.004997
mobilenetv2-7.onnx,858223872,3470784,43,32,32,1,1.48,26.674100001400802,7.1562164407831075,853.592793321396,real_benchmark,32174426576.90156
mobilenetv2-7.onnx,858223872,3470784,44,32,32,1,1.48,39.80730000330368,7.055334348218955,465.591078216246,real_benchmark,21559459494.333313
mobilenetv2-7.onnx,858223872,3470784,45,32,32,1,1.48,41.78980000142474,43.16021210229025,677.317058676254,real_benchmark,20536682921.926895
mobilenetv2-7.onnx,858223872,3470784,46,32,32,1,1.48,41.069899998547044,44.58988638389527,736.1433663447605,real_benchmark,20896663299.164642
mobilenetv2-7.onnx,858223872,3470784,47,32,32,1,1.48,43.87960000167368,24.64416002964189,703.7140640340692,real_benchmark,19558607461.49156
mobilenetv2-7.onnx,858223872,3470784,48,32,32,1,1.48,43.331699998816475,41.37825441563975,768.1795704906908,real_benchmark,19805912808.023705
mobilenetv2-7.onnx,858223872,3470784,49,32,32,1,1.48,41.78379999939352,41.15891336298275,815.1932667861613,real_benchmark,20539631915.05935
mobilenetv2-7.onnx,858223872,3470784,50,32,32,1,1.48,29.70909999567084,15.886301616310478,629.1807615199164,real_benchmark,28887575595.52659
resnet50-v2-7.onnx,8174272512,25503912,1,32,32,1,1.48,141.21549999981653,9.528856790402575,339.39255621447325,real_benchmark,57885094143.42349
resnet50-v2-7.onnx,8174272512,25503912,2,32,32,1,1.48,140.5358999982127,22.936399433021023,790.847007690152,real_benchmark,58165013438.58728
resnet50-v2-7.onnx,8174272512,25503912,3,32,32,1,1.48,132.65709999541286,6.027348174581015,814.3656071260991,real_benchmark,61619562860.05541
resnet50-v2-7.onnx,8174272512,25503912,4,32,32,1,1.48,133.19380000029923,15.065827135637498,279.2954518774383,real_benchmark,61371268872.73759
resnet50-v2-7.onnx,8174272512,25503912,5,32,32,1,1.48,141.51590000255965,31.607265738010508,204.91026913021065,real_benchmark,57762219735.394745
resnet50-v2-7.onnx,8174272512,25503912,6,32,32,1,1.48,150.54950000194367,11.163388822543144,965.3006114372456,real_benchmark,54296244835.714935
resnet50-v2-7.onnx,8174272512,25503912,7,32,32,1,1.48,138.67300000129035,32.528650301613276,268.49073058155295,real_benchmark,58946388351.90656
resnet50-v2-7.onnx,8174272512,25503912,8,32,32,1,1.48,127.78990000515478,19.548063285261314,708.2173817327173,real_benchmark,63966499008.68744
resnet50-v2-7.onnx,8174272512,25503912,9,32,32,1,1.48,140.71179999882588,40.734764264566245,985.649411411337,real_benchmark,58092302934.56702
resnet50-v2-7.onnx,8174272512,25503912,10,32,32,1,1.48,169.69629999948665,17.04463985948811,476.02027099256975,real_benchmark,48170010259.65049
resnet50-v2-7.onnx,8174272512,25503912,11,32,32,1,1.48,156.2991000027978,11.534397043911058,301.1574126245647,real_benchmark,52298909666.489944
resnet50-v2-7.onnx,8174272512,25503912,12,32,32,1,1.48,151.69269999751123,13.638709208603759,562.7734981318624,real_benchmark,53887052654.04408
resnet50-v2-7.onnx,8174272512,25503912,13,32,32,1,1.48,133.91280000359984,14.1053383392155,694.1730680002403,real_benchmark,61041756365.188835
resnet50-v2-7.onnx,8174272512,25503912,14,32,32,1,1.48,154.17190000152914,11.911805115100185,999.7223224779897,real_benchmark,53020508354.109436
resnet50-v2-7.onnx,8174272512,25503912,15,32,32,1,1.48,161.415800001123,14.007653434495767,809.460711016068,real_benchmark,50641092829.469795
resnet50-v2-7.onnx,8174272512,25503912,16,32,32,1,1.48,177.89520000224002,16.238218461641605,977.684239004266,real_benchmark,45949932948.708405
resnet50-v2-7.onnx,8174272512,25503912,17,32,32,1,1.48,192.80419999995502,45.133994823163235,468.1817420033862,real_benchmark,42396755423.387596
resnet50-v2-7.onnx,8174272512,25503912,18,32,32,1,1.48,164.16990000288934,7.783387530890212,981.4604804048333,real_benchmark,49791542248.951454
resnet50-v2-7.onnx,8174272512,25503912,19,32,32,1,1.48,168.15919999498874,14.580079983865875,727.1172217315095,real_benchmark,48610319936.36744
resnet50-v2-7.onnx,8174272512,25503912,20,32,32,1,1.48,155.48119999584742,21.91176904101298,889.154935944041,real_benchmark,52574025105.403854
resnet50-v2-7.onnx,8174272512,25503912,21,32,32,1,1.48,165.09229999792296,37.403709133668954,300.36941108262164,real_benchmark,49513348061.07154
resnet50-v2-7.onnx,8174272512,25503912,22,32,32,1,1.48,148.60939999925904,29.41541187896857,872.2933452392037,real_benchmark,55005083877.875534
resnet50-v2-7.onnx,8174272512,25503912,23,32,32,1,1.48,152.5212000051397,42.16250274090576,481.127851954961,real_benchmark,53594336470.76302
resnet50-v2-7.onnx,8174272512,25503912,24,32,32,1,1.48,140.9127000006265,47.877039490691864,308.9049322129592,real_benchmark,58009480422.72739
resnet50-v2-7.onnx,8174272512,25503912,25,32,32,1,1.48,152.57619999465533,57.67844771635986,768.4455638627235,real_benchmark,53575017022.87998
resnet50-v2-7.onnx,8174272512,25503912,26,32,32,1,1.48,135.0486000010278,18.323487528509613,675.3478176490441,real_benchmark,60528376539.5405
resnet50-v2-7.onnx,8174272512,25503912,27,32,32,1,1.48,149.41069999622414,31.662705735357978,366.0937285706744,real_benchmark,54710087779.56718
resnet50-v2-7.onnx,8174272512,25503912,28,32,32,1,1.48,133.79440000426257,42.05722671073964,948.7073778915707,real_benchmark,61095774649.3095
resnet50-v2-7.onnx,8174272512,25503912,29,32,32,1,1.48,139.04720000573434,38.87957392264369,911.489543261792,real_benchmark,58787753451.07914
resnet50-v2-7.onnx,8174272512,25503912,30,32,32,1,1.48,129.73390000115614,38.64802922569881,671.2778274071964,real_benchmark,63007991835.03428
resnet50-v2-7.onnx,8174272512,25503912,31,32,32,1,1.48,128.49460000143154,24.169143446891614,624.4800247121132,real_benchmark,63615689001.00807
resnet50-v2-7.onnx,8174272512,25503912,32,32,32,1,1.48,130.39109999954235,34.5991267948825,461.90864435104896,real_benchmark,62690417613.07858
resnet50-v2-7.onnx,8174272512,25503912,33,32,32,1,1.48,127.24589999561431,28.169919025773417,241.84612324696892,real_benchmark,64239967749.701454
resnet50-v2-7.onnx,8174272512,25503912,34,32,32,1,1.48,119.6639000045252,32.825985763736966,234.00627332433314,real_benchmark,68310263259.77076
resnet50-v2-7.onnx,8174272512,25503912,35,32,32,1,1.48,122.55379999987781,46.43210167109837,910.3927811830608,real_benchmark,66699461885.37728
resnet50-v2-7.onnx,8174272512,25503912,36,32,32,1,1.48,157.25530000054277,23.49345752127171,420.9374345044921,real_benchmark,51980903104.51721
resnet50-v2-7.onnx,8174272512,25503912,37,32,32,1,1.48,146.62220000172965,34.55973650324423,207.99965262155357,real_benchmark,55750578779.363365
resnet50-v2-7.onnx,8174272512,25503912,38,32,32,1,1.48,131.79999999556458,41.27987441522194,1003.8609693818316,real_benchmark,62020277027.88381
resnet50-v2-7.onnx,8174272512,25503912,39,32,32,1,1.48,133.61489999806508,11.32679027073734,649.1632043519824,real_benchmark,61177851512.95532
resnet50-v2-7.onnx,8174272512,25503912,40,32,32,1,1.48,146.20380000269506,20.42334234535133,452.0556823278983,real_benchmark,55910123484.13187
resnet50-v2-7.onnx,8174272512,25503912,41,32,32,1,1.48,124.42539999756264,41.62533202417428,260.08221199900044,real_benchmark,65696172261.93466
resnet50-v2-7.onnx,8174272512,25503912,42,32,32,1,1.48,134.68730000022333,28.071506231435354,669.3199459932866,real_benchmark,60690744502.164986
resnet50-v2-7.onnx,8174272512,25503912,43,32,32,1,1.48,145.1630999945337,37.86234428742884,309.3510921938163,real_benchmark,56310953074.90549
