model_name,total_flops,total_params,run_id,array_size,precision_val,batch_size,clock_ghz,latency_ms,power_w,memory_mb,data_source,throughput_ops_s
inception-v1-9.onnx,2863112704,6998552,23,36,32,1,1.47,226.4632000005804,23.551408194728317,428.4306317350622,real_benchmark,12642728284.29812
inception-v1-9.onnx,2863112704,6998552,24,36,32,1,1.47,214.74900000248454,15.965170648285417,902.3772299891283,real_benchmark,13332368038.812172
inception-v1-9.onnx,2863112704,6998552,25,36,32,1,1.47,204.18160000190255,17.109489029143983,770.3643909206749,real_benchmark,14022383525.12333
inception-v1-9.onnx,2863112704,6998552,26,36,32,1,1.47,185.26980000024196,34.29314662194045,969.3048362133985,real_benchmark,15453747475.283401
inception-v1-9.onnx,2863112704,6998552,27,36,32,1,1.47,193.9462000009371,27.269325134630396,423.89879396388835,real_benchmark,14762406811.71462
inception-v1-9.onnx,2863112704,6998552,28,36,32,1,1.47,195.02949999878183,18.64280445650303,775.0596456736077,real_benchmark,14680408369.082027
inception-v1-9.onnx,2863112704,6998552,29,36,32,1,1.47,224.52179999891086,48.008198122220904,412.0234234955134,real_benchmark,12752047703.224758
inception-v1-9.onnx,2863112704,6998552,30,36,32,1,1.47,267.81409999966854,41.83074947921833,586.6534759467409,real_benchmark,10690672014.668173
inception-v1-9.onnx,2863112704,6998552,31,36,32,1,1.47,231.89329999877373,22.8118934304643,684.9816543416954,real_benchmark,12346681443.643005
inception-v1-9.onnx,2863112704,6998552,32,36,32,1,1.47,259.86159999956726,16.022764963386663,277.1877401858836,real_benchmark,11017836817.770567
inception-v1-9.onnx,2863112704,6998552,33,36,32,1,1.47,225.98320000179228,27.483718671895126,892.5794874550248,real_benchmark,12669582092.727657
inception-v1-9.onnx,2863112704,6998552,34,36,32,1,1.47,278.3634000006714,56.694188532206155,735.9027552572355,real_benchmark,10285521386.766703
inception-v1-9.onnx,2863112704,6998552,35,36,32,1,1.47,255.1829000003636,17.016021363661356,925.8056464117839,real_benchmark,11219845467.685808
inception-v1-9.onnx,2863112704,6998552,36,36,32,1,1.47,236.16629999742145,25.434368618658723,595.2626412110524,real_benchmark,12123290681.317616
inception-v1-9.onnx,2863112704,6998552,37,36,32,1,1.47,237.4067999990075,31.35253073981223,868.7271227436001,real_benchmark,12059943961.217495
inception-v1-9.onnx,2863112704,6998552,38,36,32,1,1.47,249.92249999922933,30.8457701672967,784.212252309,real_benchmark,11456002176.710094
inception-v1-9.onnx,2863112704,6998552,39,36,32,1,1.47,274.15190000101575,10.780339360363282,308.04983681941656,real_benchmark,10443526760.126019
inception-v1-9.onnx,2863112704,6998552,40,36,32,1,1.47,251.95850000091013,40.97185625679764,739.7161179165855,real_benchmark,11363429707.629065
inception-v1-9.onnx,2863112704,6998552,41,36,32,1,1.47,267.98710000002757,48.68009424792104,774.0241284086947,real_benchmark,10683770614.33071
inception-v1-9.onnx,2863112704,6998552,42,36,32,1,1.47,239.35309999797028,33.83265904861415,851.6763347138079,real_benchmark,11961878513.4777
inception-v1-9.onnx,2863112704,6998552,43,36,32,1,1.47,257.3151999968104,31.083532276753868,242.25267042790233,real_benchmark,11126869707.018824
inception-v1-9.onnx,2863112704,6998552,44,36,32,1,1.47,207.75449999928242,25.799564350162818,1015.744483426591,real_benchmark,13781230750.765394
inception-v1-9.onnx,2863112704,6998552,45,36,32,1,1.47,243.50789999880362,11.5690924594376,909.7959406229057,real_benchmark,11757781591.537962
inception-v1-9.onnx,2863112704,6998552,46,36,32,1,1.47,215.199099999154,38.18960465376569,401.9870651160716,real_benchmark,13304482704.67328
inception-v1-9.onnx,2863112704,6998552,47,36,32,1,1.47,248.79770000188728,34.07969407405858,786.138366827977,real_benchmark,11507794099.295458
inception-v1-9.onnx,2863112704,6998552,48,36,32,1,1.47,209.1074000018125,22.87459100993926,244.93046845559272,real_benchmark,13692067827.227459
inception-v1-9.onnx,2863112704,6998552,49,36,32,1,1.47,214.91450000030454,42.59836706359377,351.89746312973523,real_benchmark,13322101133.22248
inception-v1-9.onnx,2863112704,6998552,50,36,32,1,1.47,198.19070000085048,6.740488012664635,972.1575757001589,real_benchmark,14446251534.444925
mnist-8.onnx,1699072,5960,1,36,32,1,1.47,0.4222999996272847,12.262897920305331,729.3145083652525,real_benchmark,4023376749.9397917
mnist-8.onnx,1699072,5960,2,36,32,1,1.47,0.25860000096145086,25.063063005806367,937.772641745123,real_benchmark,6570270663.894074
mnist-8.onnx,1699072,5960,3,36,32,1,1.47,0.3235000003769528,33.38858700138812,673.6515363530556,real_benchmark,5252154553.3854265
mnist-8.onnx,1699072,5960,4,36,32,1,1.47,3.8266999981715344,5.122232327611789,352.1425875797984,real_benchmark,444004494.94651973
mnist-8.onnx,1699072,5960,5,36,32,1,1.47,4.438200001459336,33.79493853652924,207.5217647784145,real_benchmark,382829074.7242855
mnist-8.onnx,1699072,5960,6,36,32,1,1.47,0.3522000006341841,9.587823712509184,599.3853766434746,real_benchmark,4824168077.628022
mnist-8.onnx,1699072,5960,7,36,32,1,1.47,0.2879999992728699,11.950715730103896,501.96484463315585,real_benchmark,5899555570.450501
mnist-8.onnx,1699072,5960,8,36,32,1,1.47,0.2693999995244667,53.46786216580539,388.896341727153,real_benchmark,6306874547.138563
mnist-8.onnx,1699072,5960,9,36,32,1,1.47,3.725700000359211,22.673718923539433,609.8691882812188,real_benchmark,456041012.383226
mnist-8.onnx,1699072,5960,10,36,32,1,1.47,0.4990999987057876,35.8459688598049,340.3281844383431,real_benchmark,3404271697.8678637
mnist-8.onnx,1699072,5960,11,36,32,1,1.47,0.31939999826136045,21.64596458513716,1030.1111836565444,real_benchmark,5319574230.584916
mnist-8.onnx,1699072,5960,12,36,32,1,1.47,0.36360000012791716,18.101299295663573,542.188261400167,real_benchmark,4672915289.885187
mnist-8.onnx,1699072,5960,13,36,32,1,1.47,0.2672000009624753,8.423745562988495,754.8346488985644,real_benchmark,6358802372.304677
mnist-8.onnx,1699072,5960,14,36,32,1,1.47,3.1993000011425465,45.87472536314089,701.4920732671566,real_benchmark,531076172.7231647
mnist-8.onnx,1699072,5960,15,36,32,1,1.47,0.44920000073034316,8.08188647516742,891.0990000983724,real_benchmark,3782439886.9935904
mnist-8.onnx,1699072,5960,16,36,32,1,1.47,0.3189000017300714,25.696220042785942,968.5560370638668,real_benchmark,5327914677.900054
mnist-8.onnx,1699072,5960,17,36,32,1,1.47,0.35180000122636557,16.46093067967913,461.7233103018868,real_benchmark,4829653195.216258
mnist-8.onnx,1699072,5960,18,36,32,1,1.47,0.29350000113481656,37.66747164729467,902.8382647632552,real_benchmark,5789001681.194362
mnist-8.onnx,1699072,5960,19,36,32,1,1.47,0.21070000002509914,40.136008250487414,691.8927532029302,real_benchmark,8063939249.158054
mnist-8.onnx,1699072,5960,20,36,32,1,1.47,0.3552000016497914,29.555609241681687,764.3633433862825,real_benchmark,4783423401.205938
mnist-8.onnx,1699072,5960,21,36,32,1,1.47,0.1249999986612238,31.24100146025468,980.1886697100298,real_benchmark,13592576145.57934
mnist-8.onnx,1699072,5960,22,36,32,1,1.47,0.07360000017797574,38.67823884058234,763.8715421022222,real_benchmark,23085217335.480858
mnist-8.onnx,1699072,5960,23,36,32,1,1.47,0.07190000178525224,32.85034816045016,256.37003309650464,real_benchmark,23631042528.687458
mnist-8.onnx,1699072,5960,24,36,32,1,1.47,0.06959999882383272,13.871344815174877,994.7789503937249,real_benchmark,24411954435.52503
mnist-8.onnx,1699072,5960,25,36,32,1,1.47,0.24879999909899198,26.554605032540742,466.6030600628982,real_benchmark,6829067548.8466425
mnist-8.onnx,1699072,5960,26,36,32,1,1.47,0.19130000146105886,38.24883358737027,205.05902230059328,real_benchmark,8881714516.588041
mnist-8.onnx,1699072,5960,27,36,32,1,1.47,3.7118000000191387,20.31708829328381,879.0517116315322,real_benchmark,457748801.1183898
mnist-8.onnx,1699072,5960,28,36,32,1,1.47,0.3800999984377995,5.359004935016953,776.5190379348608,real_benchmark,4470065790.537066
mnist-8.onnx,1699072,5960,29,36,32,1,1.47,0.1816000003600493,50.841386585157615,609.2697772410263,real_benchmark,9356123329.4677
mnist-8.onnx,1699072,5960,30,36,32,1,1.47,0.4565999988699332,48.23958052349077,829.4766890999272,real_benchmark,3721138861.5968804
mnist-8.onnx,1699072,5960,31,36,32,1,1.47,0.3116999978374224,15.501626496442816,437.2256335041212,real_benchmark,5450984959.217767
mnist-8.onnx,1699072,5960,32,36,32,1,1.47,0.26419999994686805,19.621486389366353,917.8228556619156,real_benchmark,6431006814.313747
mnist-8.onnx,1699072,5960,33,36,32,1,1.47,3.178200000547804,48.51494038069511,321.6337190683189,real_benchmark,534601975.8690903
mnist-8.onnx,1699072,5960,34,36,32,1,1.47,0.4068000016559381,51.38789531904606,861.2198281500642,real_benchmark,4176676482.5065937
mnist-8.onnx,1699072,5960,35,36,32,1,1.47,0.29970000105095096,33.75993027973143,210.18143129109666,real_benchmark,5669242556.029042
mnist-8.onnx,1699072,5960,36,36,32,1,1.47,0.27100000079371966,25.87431740248845,889.5161715863813,real_benchmark,6269638358.020904
mnist-8.onnx,1699072,5960,37,36,32,1,1.47,3.5862000004271977,26.917106160661866,697.664255193237,real_benchmark,473780603.36779934
mnist-8.onnx,1699072,5960,38,36,32,1,1.47,0.38779999886173755,6.910155704222327,447.2055442530316,real_benchmark,4381309966.444251
mnist-8.onnx,1699072,5960,39,36,32,1,1.47,0.35320000097271986,51.27197730541312,897.7294738370836,real_benchmark,4810509613.025826
mnist-8.onnx,1699072,5960,40,36,32,1,1.47,0.1756999990902841,6.4190063127704,298.6561794183201,real_benchmark,9670301700.610285
mnist-8.onnx,1699072,5960,41,36,32,1,1.47,0.19799999790848233,29.77482648875864,395.4866082624497,real_benchmark,8581171807.816527
mnist-8.onnx,1699072,5960,42,36,32,1,1.47,0.18490000002202578,25.24442336724274,562.3423905140572,real_benchmark,9189140074.62197
mnist-8.onnx,1699072,5960,43,36,32,1,1.47,0.17469999875174835,42.77940653462819,372.0693115642136,real_benchmark,9725655478.76397
mnist-8.onnx,1699072,5960,44,36,32,1,1.47,0.16840000171214342,25.653534625577663,234.0152911645754,real_benchmark,10089501085.067263
mnist-8.onnx,1699072,5960,45,36,32,1,1.47,3.1698999991931487,31.261999644368483,287.3701260995067,real_benchmark,536001766.7536748
mnist-8.onnx,1699072,5960,46,36,32,1,1.47,0.25270000332966447,31.431288966831513,721.792869593532,real_benchmark,6723672250.14811
mnist-8.onnx,1699072,5960,47,36,32,1,1.47,0.18540000019129366,30.08532295775505,752.8769124632656,real_benchmark,9164358135.096636
mnist-8.onnx,1699072,5960,48,36,32,1,1.47,0.17579999985173345,19.687701235879928,696.8771618232785,real_benchmark,9664800918.27626
mnist-8.onnx,1699072,5960,49,36,32,1,1.47,0.08410000009462237,18.519833446385004,324.7865975672485,real_benchmark,20202996410.08733
mnist-8.onnx,1699072,5960,50,36,32,1,1.47,0.49139999828184955,17.82811405807581,548.5812955729093,real_benchmark,3457614989.70432
shufflenet-v2-10.onnx,289815984,2262424,1,36,32,1,1.47,55.42599999898812,54.56712484395008,704.7660829528347,real_benchmark,5228881463.668513
shufflenet-v2-10.onnx,289815984,2262424,2,36,32,1,1.47,77.55240000187769,12.971902791811377,797.1733071724648,real_benchmark,3737034366.35079
shufflenet-v2-10.onnx,289815984,2262424,3,36,32,1,1.47,80.77440000124625,46.44849504285028,337.99474546752623,real_benchmark,3587968267.1184
shufflenet-v2-10.onnx,289815984,2262424,4,36,32,1,1.47,74.83699999647797,41.05026179499073,455.31022891587367,real_benchmark,3872629635.255816
shufflenet-v2-10.onnx,289815984,2262424,5,36,32,1,1.47,65.16879999981029,35.88124121546037,900.9791124060596,real_benchmark,4447158517.5857725
shufflenet-v2-10.onnx,289815984,2262424,6,36,32,1,1.47,57.459299998299684,35.17687953761332,317.8067046739192,real_benchmark,5043848150.057103
shufflenet-v2-10.onnx,289815984,2262424,7,36,32,1,1.47,65.92989999990095,16.636359433336626,525.7616944932118,real_benchmark,4395820166.577461
shufflenet-v2-10.onnx,289815984,2262424,8,36,32,1,1.47,67.72620000265306,29.62292719913496,863.9169720246856,real_benchmark,4279229958.105533
shufflenet-v2-10.onnx,289815984,2262424,9,36,32,1,1.47,83.59420000124373,24.31035163098275,384.5998796238608,real_benchmark,3466938902.4081583
shufflenet-v2-10.onnx,289815984,2262424,10,36,32,1,1.47,52.49980000007781,53.60473497197241,225.11349778064252,real_benchmark,5520325486.946054
shufflenet-v2-10.onnx,289815984,2262424,11,36,32,1,1.47,85.37839999917196,39.00960102875964,930.7646333743088,real_benchmark,3394488348.373954
shufflenet-v2-10.onnx,289815984,2262424,12,36,32,1,1.47,62.777200000709854,32.28486287160794,727.6750575072736,real_benchmark,4616580287.058405
shufflenet-v2-10.onnx,289815984,2262424,13,36,32,1,1.47,53.486400000110734,47.35589809832059,380.17332751420275,real_benchmark,5418498608.980974
shufflenet-v2-10.onnx,289815984,2262424,14,36,32,1,1.47,75.76650000191876,42.220807953430516,259.9480157994289,real_benchmark,3825120389.521233
shufflenet-v2-10.onnx,289815984,2262424,15,36,32,1,1.47,68.94350000220584,34.25829212855402,966.7933288665741,real_benchmark,4203673790.7232356
shufflenet-v2-10.onnx,289815984,2262424,16,36,32,1,1.47,78.91279999967082,32.54341762881819,229.80622234881557,real_benchmark,3672610577.766965
shufflenet-v2-10.onnx,289815984,2262424,17,36,32,1,1.47,65.54510000205482,14.364460200036541,613.4019618253867,real_benchmark,4421627001.727274
shufflenet-v2-10.onnx,289815984,2262424,18,36,32,1,1.47,71.72329999957583,5.902549202803026,371.1481591554499,real_benchmark,4040750829.949458
shufflenet-v2-10.onnx,289815984,2262424,19,36,32,1,1.47,61.422099999617785,8.952068292933124,627.9469399060373,real_benchmark,4718431704.578701
shufflenet-v2-10.onnx,289815984,2262424,20,36,32,1,1.47,58.45630000112578,5.939464245101548,504.19778053727083,real_benchmark,4957822920.616231
shufflenet-v2-10.onnx,289815984,2262424,21,36,32,1,1.47,59.077500001876615,6.8549256735486495,240.16979384094478,real_benchmark,4905691405.201539
shufflenet-v2-10.onnx,289815984,2262424,22,36,32,1,1.47,63.3546999997634,16.689869717291963,647.4208206936058,real_benchmark,4574498561.291938
shufflenet-v2-10.onnx,289815984,2262424,23,36,32,1,1.47,58.35780000052182,21.778263034534664,255.9624567640435,real_benchmark,4966191048.967037
shufflenet-v2-10.onnx,289815984,2262424,24,36,32,1,1.47,61.06780000118306,55.5854819212703,841.9310539087354,real_benchmark,4745806857.204376
shufflenet-v2-10.onnx,289815984,2262424,25,36,32,1,1.47,89.97319999980391,13.23900256641845,470.77558385890984,real_benchmark,3221136782.9601665
shufflenet-v2-10.onnx,289815984,2262424,26,36,32,1,1.47,78.28829999925802,33.768808102600396,896.763979593548,real_benchmark,3701906721.729131
shufflenet-v2-10.onnx,289815984,2262424,27,36,32,1,1.47,54.52960000184248,15.820974315374304,792.6046064567086,real_benchmark,5314837886.032678
shufflenet-v2-10.onnx,289815984,2262424,28,36,32,1,1.47,67.91289999819128,10.191136093889218,708.0075690264877,real_benchmark,4267465886.565272
shufflenet-v2-10.onnx,289815984,2262424,29,36,32,1,1.47,84.27540000047884,40.76028066084507,845.4336819606663,real_benchmark,3438915555.409447
shufflenet-v2-10.onnx,289815984,2262424,30,36,32,1,1.47,64.45319999693311,18.179722793916962,668.0769477986101,real_benchmark,4496533671.156597
shufflenet-v2-10.onnx,289815984,2262424,31,36,32,1,1.47,64.86539999968954,29.509279199493147,839.195271119233,real_benchmark,4467959559.35502
shufflenet-v2-10.onnx,289815984,2262424,32,36,32,1,1.47,78.20739999806392,36.27298535620257,966.7300833827647,real_benchmark,3705736081.3321323
shufflenet-v2-10.onnx,289815984,2262424,33,36,32,1,1.47,45.02870000214898,46.22578204057519,321.61938198647124,real_benchmark,6436250302.277628
shufflenet-v2-10.onnx,289815984,2262424,34,36,32,1,1.47,56.28210000213585,14.546444189747973,714.5395750471303,real_benchmark,5149345599.915458
shufflenet-v2-10.onnx,289815984,2262424,35,36,32,1,1.47,107.88339999999152,16.040677685237625,772.2465876627052,real_benchmark,2686381630.5383663
shufflenet-v2-10.onnx,289815984,2262424,36,36,32,1,1.47,70.94950000100653,36.02835404341134,484.96255225610906,real_benchmark,4084820668.163814
shufflenet-v2-10.onnx,289815984,2262424,37,36,32,1,1.47,73.22900000144728,33.07168043067015,307.80350981874915,real_benchmark,3957666825.906023
shufflenet-v2-10.onnx,289815984,2262424,38,36,32,1,1.47,76.43870000174502,51.25078640175485,578.6079082098925,real_benchmark,3791482377.295582
shufflenet-v2-10.onnx,289815984,2262424,39,36,32,1,1.47,83.53569999962929,26.960769565355434,450.13928704492884,real_benchmark,3469366797.683938
shufflenet-v2-10.onnx,289815984,2262424,40,36,32,1,1.47,89.47130000160541,24.434609912801694,982.8628333278986,real_benchmark,3239206136.434809
shufflenet-v2-10.onnx,289815984,2262424,41,36,32,1,1.47,95.87290000126814,32.97741643230515,666.9887120061574,real_benchmark,3022918718.3882675
shufflenet-v2-10.onnx,289815984,2262424,42,36,32,1,1.47,69.43699999828823,23.92303816827551,857.5252881726816,real_benchmark,4173797600.8056884
shufflenet-v2-10.onnx,289815984,2262424,43,36,32,1,1.47,65.17449999955716,46.44047030887877,346.124504271148,real_benchmark,4446769580.157412
shufflenet-v2-10.onnx,289815984,2262424,44,36,32,1,1.47,74.08429999850341,26.791877336215755,688.6404205965139,real_benchmark,3911975735.8287063
shufflenet-v2-10.onnx,289815984,2262424,45,36,32,1,1.47,94.09219999724883,36.859517659156445,325.3559541156315,real_benchmark,3080127619.595184
shufflenet-v2-10.onnx,289815984,2262424,46,36,32,1,1.47,75.374499996542,8.805761513839512,805.6862656361218,real_benchmark,3845013685.1759686
shufflenet-v2-10.onnx,289815984,2262424,47,36,32,1,1.47,82.17209999929764,19.02970873107857,904.7662430264525,real_benchmark,3526938997.5731077
shufflenet-v2-10.onnx,289815984,2262424,48,36,32,1,1.47,78.16040000034263,5.242584631192126,641.8284737853602,real_benchmark,3707964442.3356266
shufflenet-v2-10.onnx,289815984,2262424,49,36,32,1,1.47,78.64540000082343,31.211379953495648,912.4391908085973,real_benchmark,3685097717.056123
shufflenet-v2-10.onnx,289815984,2262424,50,36,32,1,1.47,59.19250000079046,25.540046224262095,766.3786052099643,real_benchmark,4896160560.816484
vgg16-7.onnx,30940528640,138357544,1,36,32,1,1.47,809.361200001149,28.995338862540596,816.9100403850623,real_benchmark,38228331973.35884
vgg16-7.onnx,30940528640,138357544,2,36,32,1,1.47,853.5411000011663,38.266163991992855,763.4727080858423,real_benchmark,36249606070.472435
vgg16-7.onnx,30940528640,138357544,3,36,32,1,1.47,821.6858999985561,42.0901349206991,380.2821853914068,real_benchmark,37654934373.40761
vgg16-7.onnx,30940528640,138357544,4,36,32,1,1.47,812.9798999980267,31.814455674341325,440.46255351544966,real_benchmark,38058171721.18905
vgg16-7.onnx,30940528640,138357544,5,36,32,1,1.47,847.2405999964394,53.49692644079283,743.8939485901975,real_benchmark,36519176064.19006
vgg16-7.onnx,30940528640,138357544,6,36,32,1,1.47,838.768199999322,14.625750326274,508.9365021288573,real_benchmark,36888056366.49674
vgg16-7.onnx,30940528640,138357544,7,36,32,1,1.47,827.7784999991127,11.848771263287336,846.1647956859672,real_benchmark,37377787222.104904
vgg16-7.onnx,30940528640,138357544,8,36,32,1,1.47,798.3616000019538,49.02699289457446,352.1546327402684,real_benchmark,38755031103.60554
vgg16-7.onnx,30940528640,138357544,9,36,32,1,1.47,872.094800000923,35.56130741750077,823.8274448946427,real_benchmark,35478400559.16771
vgg16-7.onnx,30940528640,138357544,10,36,32,1,1.47,838.0495999990671,52.880802098352454,705.6142579535295,real_benchmark,36919686662.97847
vgg16-7.onnx,30940528640,138357544,11,36,32,1,1.47,882.4163999997836,42.19573395870261,256.40674726848937,real_benchmark,35063410698.17786
vgg16-7.onnx,30940528640,138357544,12,36,32,1,1.47,853.7026999983937,34.46242315401822,838.9906067914733,real_benchmark,36242744271.580986
vgg16-7.onnx,30940528640,138357544,13,36,32,1,1.47,747.1913000008499,44.43492309890431,336.74442394237707,real_benchmark,41409112552.52143
vgg16-7.onnx,30940528640,138357544,14,36,32,1,1.47,745.9819000032439,20.715685692747957,858.7929455218327,real_benchmark,41476245790.76979
vgg16-7.onnx,30940528640,138357544,15,36,32,1,1.47,727.7310999998008,27.697709343042266,573.8019557483918,real_benchmark,42516430368.316635
vgg16-7.onnx,30940528640,138357544,16,36,32,1,1.47,761.4723999977286,47.40151857320181,207.5668627311712,real_benchmark,40632501769.06253
vgg16-7.onnx,30940528640,138357544,17,36,32,1,1.47,772.4906000003102,38.70182088305282,310.76982528327727,real_benchmark,40052951634.60575
vgg16-7.onnx,30940528640,138357544,18,36,32,1,1.47,761.2243000003218,29.20915751919017,505.7024152827203,real_benchmark,40645744808.70739
vgg16-7.onnx,30940528640,138357544,19,36,32,1,1.47,757.2459000002709,27.0375113318937,488.0592963811403,real_benchmark,40859288429.27895
vgg16-7.onnx,30940528640,138357544,20,36,32,1,1.47,735.5289000006451,28.882398065957418,531.2574424675734,real_benchmark,42065687208.174774
vgg16-7.onnx,30940528640,138357544,21,36,32,1,1.47,748.6508999973012,36.40235158627515,943.3919395472411,real_benchmark,41328379676.176895
vgg16-7.onnx,30940528640,138357544,22,36,32,1,1.47,728.32660000131,28.47703064565827,775.2232845173401,real_benchmark,42481667757.218185
vgg16-7.onnx,30940528640,138357544,23,36,32,1,1.47,751.6856000002008,14.893170727764504,852.9146949049469,real_benchmark,41161529022.22916
vgg16-7.onnx,30940528640,138357544,24,36,32,1,1.47,746.3768000015989,7.400731186396027,982.4404624363973,real_benchmark,41454301151.82267
vgg16-7.onnx,30940528640,138357544,25,36,32,1,1.47,725.7127000011678,45.077131066821764,298.22258211520233,real_benchmark,42634679867.04685
vgg16-7.onnx,30940528640,138357544,26,36,32,1,1.47,750.7598999982292,18.282028047963944,595.1477084084095,real_benchmark,41212281902.74011
vgg16-7.onnx,30940528640,138357544,27,36,32,1,1.47,743.8442000020586,30.89567631455129,1027.8719403954726,real_benchmark,41595442486.362564
vgg16-7.onnx,30940528640,138357544,28,36,32,1,1.47,734.7789999985253,40.286729581153146,826.064880630607,real_benchmark,42108618564.30586
vgg16-7.onnx,30940528640,138357544,29,36,32,1,1.47,759.813500000746,23.12338623826201,231.3340149864965,real_benchmark,40721214666.453835
vgg16-7.onnx,30940528640,138357544,30,36,32,1,1.47,748.057400000107,18.512709433876537,412.7124414765642,real_benchmark,41361169129.52879
vgg16-7.onnx,30940528640,138357544,31,36,32,1,1.47,769.8961000023701,9.081190936443448,436.12365022609504,real_benchmark,40187927487.754196
vgg16-7.onnx,30940528640,138357544,32,36,32,1,1.47,730.1129000006767,18.808174202948575,584.4928891979736,real_benchmark,42377731772.67696
vgg16-7.onnx,30940528640,138357544,33,36,32,1,1.47,772.1928999999363,36.76717628845333,828.4501101644972,real_benchmark,40068393066.036415
vgg16-7.onnx,30940528640,138357544,34,36,32,1,1.47,748.54200000118,44.93563037792255,813.0626136332912,real_benchmark,41334392245.12616
vgg16-7.onnx,30940528640,138357544,35,36,32,1,1.47,730.5068999994546,26.881263039828006,701.6414863138435,real_benchmark,42354875279.10154
vgg16-7.onnx,30940528640,138357544,36,36,32,1,1.47,781.4656000009563,46.46390145381205,861.3388058231485,real_benchmark,39592950271.850914
vgg16-7.onnx,30940528640,138357544,37,36,32,1,1.47,738.7969999981578,37.78788662921283,359.1350387368196,real_benchmark,41879607849.08053
vgg16-7.onnx,30940528640,138357544,38,36,32,1,1.47,764.3633000006957,12.906300125761565,318.1969537090145,real_benchmark,40478825500.87352
vgg16-7.onnx,30940528640,138357544,39,36,32,1,1.47,709.5048000010138,8.660601860542121,533.6553731055208,real_benchmark,43608624832.35602
vgg16-7.onnx,30940528640,138357544,40,36,32,1,1.47,735.9945999996853,28.55644081927537,613.9733137126783,real_benchmark,42039070177.97852
vgg16-7.onnx,30940528640,138357544,41,36,32,1,1.47,751.7590999996173,21.161225861010134,631.5535482860921,real_benchmark,41157504631.491325
vgg16-7.onnx,30940528640,138357544,42,36,32,1,1.47,747.6213000009011,29.043601457882744,741.0679514846669,real_benchmark,41385295790.74688
vgg16-7.onnx,30940528640,138357544,43,36,32,1,1.47,765.825099999347,11.459835249269748,801.6859127369877,real_benchmark,40401559886.22778
vgg16-7.onnx,30940528640,138357544,44,36,32,1,1.47,755.2704999980051,50.333073593898156,837.7836499495317,real_benchmark,40966155357.69201
