total_flops,total_params,array_size,precision_val,batch_size,clock_ghz,latency_ms,power_w,memory_mb,throughput_ops_s,data_source
74770853958.62355,19162484.951822974,4,8,2,1.1093161072372264,2152.9780730514685,83.91776591339064,173.0949634977131,69458072884.73587,synthetic
40135520941.83643,42755606.3766764,16,8,2,2.0110021602272123,31.944932792548695,39.97624897964338,126.99017501091623,2512794201351.2847,synthetic
31369914652.24289,74662292.66645692,12,16,1,2.319895152512057,24.453273100299526,34.64841822569236,305.51104067363264,1282851359962.0593,synthetic
26544350334.09506,129039101.49891317,24,8,1,1.1327223135722277,11.774172988856844,28.659095542956134,188.8064353415678,2254455608832.723,synthetic
37329205663.97135,145327887.83815596,16,32,1,2.3787743144389912,32.12528485029517,41.09085842770784,710.9823281456681,1161988316614.9849,synthetic
20359712156.955776,39856421.473721735,24,32,16,2.2357715720566587,134.7586114879239,26.113051082707038,271.91232859995625,2417325252275.1343,synthetic
12599529592.216555,34934541.54279599,8,8,16,1.2372332169996052,729.321697319885,15.771568682524542,174.29653182631372,276410909227.4067,synthetic
8847675954.186491,1856204.4982807385,12,32,4,1.3480628716061887,108.38743867368981,10.241776469933624,145.48082423816518,326520344514.2096,synthetic
3989687568.69438,81451180.28668205,16,8,1,1.7566078966024876,2.241868207292866,6.594274569012445,197.12100643640156,1779626275851.4543,synthetic
32990055023.663574,31062872.50592078,4,16,1,1.9945597526082803,428.11020350918704,33.35388327473922,188.25113600048732,77059726101.47243,synthetic
17639408591.70895,11191839.637770632,4,32,8,1.4356815042306708,2870.825208026299,17.10029847074026,107.29063398566501,49154949712.41692,synthetic
7809126980.23189,42533575.7653764,16,32,16,1.6349211298865582,157.10816911447716,10.549388838842253,353.69603750027585,795286663882.3094,synthetic
8115972216.593477,102275227.23067302,12,32,4,1.656307351510757,80.79019744077075,9.157426009895682,538.3772971927795,401829552281.6858,synthetic
72986673294.50934,11171697.816050163,8,16,4,2.4642930356905772,499.8246925309885,71.21199210758307,82.1887012701381,584098179903.2208,synthetic
54029085032.08674,125708292.75280978,4,32,1,1.0120235568293543,1514.555557177655,49.30971900455446,627.5321320807992,35673227552.48998,synthetic
29793127029.6369,52340085.45218825,12,16,16,1.9370346722104088,698.3522796923249,36.79792345077487,155.9251752155612,682592505725.3441,synthetic
57560860999.97695,109776626.4039725,8,32,16,0.8878990146979165,7597.5381762666875,62.67848606013364,558.7830489152977,121220026096.95125,synthetic
71911089586.43594,31303627.221350428,8,16,4,1.5977259800475232,822.0174705162706,69.68930393205184,127.19211939922664,349924872235.4865,synthetic
32573856854.81653,14484762.55698075,12,8,8,2.303828919373876,167.45358091029547,41.20446673698781,113.276243013635,1556197564853.0933,synthetic
48347799740.75558,49899324.82012004,24,16,2,2.0686368770917563,24.02776332827349,45.599281811928506,225.39027716904826,4024327947650.8477,synthetic
26906460318.16169,104503536.6056285,32,32,16,1.6132720037058217,151.85483657749984,32.66224472214222,541.7009962636565,2834966437640.4473,synthetic
16356057193.694744,47138422.29804126,32,16,16,1.347532095387391,56.37135710807789,20.34636243447655,231.88399975049475,4642373867235.056,synthetic
853085951.3057325,80245995.83886304,12,8,1,0.850954309087141,1.4773068436940915,2.0230341559506564,145.55540962852098,577460231059.7449,synthetic
31754167808.305573,91323949.74883887,16,32,16,0.8508512640090761,1282.1374583912107,37.00081217340592,455.48950910673,396265378261.7011,synthetic
14710868826.946712,93080885.93464607,24,16,4,2.024450279734154,15.84190372277873,17.959394627214394,347.1276443304566,3714419449676.183,synthetic
14055945454.991844,80902409.39514041,4,16,1,1.6698378027882441,147.0500238252239,14.253434426333651,341.11265502833095,95586148776.81366,synthetic
75181259050.20119,51610076.19404872,4,32,2,1.7174678255201528,2771.069440566707,90.12790883743047,261.0132231199725,54261548230.87074,synthetic
29196067049.749615,16227910.338986617,12,32,4,1.7761206125164657,152.55340205791828,27.928061895888504,204.86316327789098,765530408523.1757,synthetic
23990213281.846634,6246233.372197507,4,16,2,2.1776094193482325,487.8952008346616,23.732123615630346,103.7350524376599,98341665344.54788,synthetic
65234345944.68669,86394575.30438705,32,16,8,1.6497894950838894,107.03322113042486,65.20625952681527,363.6144647066841,4875820441968.81,synthetic
66473439342.9367,143771373.66978666,4,8,16,1.2001723970270008,11583.513731527195,56.82766357910374,200.9617580113341,91817997037.6539,synthetic
15472426582.691301,101099198.86973867,12,32,8,1.8122260764374125,213.7370194255644,15.692766451907067,509.1202726002635,579120140227.4517,synthetic
23213731365.82842,50137476.15766442,16,8,8,1.4161185405072736,136.7627666598532,29.08179489589758,148.06516637809506,1357897733880.3909,synthetic
46071094232.6427,145752547.09965554,32,8,2,1.2638653012699774,15.662647107018664,55.36941365196961,289.9913370398102,5882925653352.371,synthetic
2308030687.5744963,83166918.24840441,8,32,1,2.06808791019995,7.516426091268246,3.5540821769970874,448.0809086382312,307064908182.3224,synthetic
60570025127.86473,113834627.72518948,8,8,8,1.9660162787480775,937.4111746067467,59.38827664069279,275.134851285447,516913190443.0259,synthetic
36539789300.503105,103558656.7780113,8,32,8,1.9974549173123157,921.0035496056578,39.070385063435594,490.46780606857175,317391083377.67596,synthetic
71133743226.1826,128177657.42611621,16,32,4,1.64903328476028,439.62451170340967,63.01448227352517,664.9077591061623,647222721504.4152,synthetic
64155091393.76595,19756468.95040235,12,16,4,1.4413722657812096,419.5903650190534,55.512935961472756,192.07378358021714,611597374413.9973,synthetic
23353802846.47455,23856163.703559376,12,16,4,2.1473688404622515,107.25296739948011,29.686138329440155,183.99930751546566,870980203633.5175,synthetic
43835514609.99708,120702698.41238269,24,8,2,0.884333079709681,35.04118949070767,45.79987612256002,293.15069402336644,2501942157050.4336,synthetic
2012771923.35512,63063736.0109936,4,16,16,1.4693875048483036,396.2647478835138,2.9712438337074905,241.07827832502096,81269784773.15556,synthetic
25610247197.346325,10566248.202148022,24,16,4,0.953969626356543,50.53484792955537,25.517051036158687,90.50186339049695,2027135590319.4983,synthetic
33877278773.97143,62482099.88805652,24,16,2,1.437618676569753,34.00599764326174,40.31316858301235,203.94912731179596,1992429637228.0776,synthetic
43719266727.13964,5022846.3845252,4,16,2,0.8301209872391677,1734.6384897242308,39.08128964830393,134.4491761431162,50407352294.01031,synthetic
52588111820.22881,90712990.31859356,8,16,8,1.989713485855915,1035.662035471187,58.351272897877834,354.6447223776968,406218322341.44385,synthetic
19902617947.986225,21472114.67310105,12,32,2,1.7749780089040859,82.90239101612968,24.806211722025264,220.7758500677196,480145812540.2903,synthetic
16559927853.689655,69749722.430487,32,16,8,2.0584126447305215,21.6927035841129,22.562561358691454,199.4200558422781,6107095978877.492,synthetic
61204516774.86366,1371569.7815220407,16,32,8,0.8068609673116623,1299.3078514066665,66.74421613843377,77.95551829584826,376843820091.4554,synthetic
4586579996.639253,67592062.15037543,4,16,4,2.01609562772249,202.07360410474695,5.798905338640745,265.20463380881534,90790284400.76224,synthetic
56435386630.424446,54363438.15570131,16,32,1,1.31626957960539,74.72126116955403,59.084305812800416,379.75668503259925,755278828904.7194,synthetic
78999159149.47316,72757835.24171415,24,8,8,0.81511187553049,368.691951882631,91.2643554400701,259.0411748603679,1714149902021.6567,synthetic
19508538736.14232,134188438.2085601,32,32,2,1.843839881189375,9.35397956189118,21.90708806172367,584.8553449400298,4171174120504.086,synthetic
28777739590.84573,21671648.366212,24,8,2,1.7900739906776912,15.074758276196201,28.51399992516092,181.97934234463997,3818003454992.3394,synthetic
13041457639.943748,109626177.39028598,12,8,1,1.6730596781864255,8.568096608414775,17.657165046274283,240.80442539209702,1522095073850.5515,synthetic
39883280171.90273,129421582.66378725,16,32,8,1.4647986750542756,408.0092364214127,42.92924878595967,596.8551850396937,782007398101.336,synthetic
21344442972.07239,31383164.891506813,24,16,8,2.3977412061448797,38.48865436793599,23.645786546640576,187.42718196540574,4436516333988.325,synthetic
14864197369.934786,34607441.68831592,24,16,16,1.0507827535994667,131.29680430751296,19.89152100830156,189.96722376363107,1811370498873.1995,synthetic
77789669768.01314,89384351.0594539,32,8,8,1.9468580896477643,88.79159193313069,90.82053249489954,267.1099917356671,7008741983281.197,synthetic
34337471821.01166,49173084.60612822,24,16,2,1.5678526390746383,24.488390387022527,41.28161653953949,241.24845166902253,2804387816294.255,synthetic
30860161061.234314,45296386.97191843,16,32,1,2.0739159630026505,24.938022684256712,34.763258281362454,339.3823972993953,1237474255756.3005,synthetic
38472595420.48325,57035795.555646926,12,16,4,1.5563515448977938,223.52007109291432,38.33601423575391,277.20124685311066,688485740584.6244,synthetic
20307402189.11025,17654037.288609236,16,8,8,2.189016555573665,83.73542787315571,24.273562007439928,181.72061542141185,1940149129696.6777,synthetic
34262523089.520355,21747135.67676821,32,32,8,1.5854323793061602,85.39348306308449,34.55720581883552,200.8009215463079,3209848982429.621,synthetic
20575715836.672302,106800056.86799584,4,32,2,0.9173825087676389,1274.8416119225215,23.6434477814848,584.1283493784892,32279642654.028446,synthetic
61988732758.95943,94924446.0862033,4,8,1,2.481613394597402,347.74869944677164,72.12384379042959,194.18667007395197,178257266979.2192,synthetic
69674028076.7859,20915703.897713784,32,16,1,1.701996127841745,14.26094808570914,63.298161241947525,158.8755057166229,4885651897618.649,synthetic
56094210496.109634,6670740.593970501,4,16,8,1.2808329405571834,7413.827100422343,67.01009418568695,197.32770112104706,60529289109.44159,synthetic
66939423354.79265,18572780.574180428,12,16,16,1.761462661955016,1293.2873688154205,62.28655075881157,173.07281733266478,828146009542.8652,synthetic
70879861247.70233,66158070.04401478,8,16,2,1.440892441727775,542.9579628328461,82.9256851141182,257.98963963368357,261087841415.53613,synthetic
76016884643.75125,19670944.32388148,12,8,2,1.926185982852606,159.06745124411492,65.688664653279,153.1917552794625,955781764895.333,synthetic
70705321345.03302,56879410.91886243,32,32,16,0.9151327144147106,599.2878532106806,68.04576133459855,322.9589264699676,1887715787095.76,synthetic
21863481281.034515,11226741.345127989,24,8,16,1.4927433628612947,89.130330355254,23.25758242273995,111.31184861505368,3924766116116.2915,synthetic
49570454188.389244,2982761.4719092166,16,8,2,0.9960997071810518,97.76874147516611,53.14692356305946,60.228844287859616,1014034822182.5165,synthetic
51571825274.703445,141392607.21742892,24,32,4,1.191804465970586,151.04434077282832,52.58150286876323,731.6541940066548,1365740020733.8535,synthetic
40395169719.94534,55160680.62500217,16,16,16,1.740553254781792,546.569525913761,36.2929907051867,253.69554156376574,1182507777832.282,synthetic
24634605786.334393,61113430.26129945,12,16,8,1.0603259065255553,487.5655072572771,26.04771133092428,254.33678285966437,404205882814.1881,synthetic
20076814688.696995,4093275.089257184,8,32,2,2.2240226651573893,136.20963754266677,22.379033932111124,106.36112804916054,294792865628.29395,synthetic
30216671466.909145,139374599.58872116,12,16,1,1.9253947776487654,40.89639881015229,31.436241818277864,368.7791078069296,738858978933.0798,synthetic
25559815864.457897,117044484.32477835,32,32,4,0.9729215005395524,46.74883863495805,32.371808302168304,626.8265379093928,2186990446033.8545,synthetic
28490314339.32947,148016467.5545285,24,32,4,1.7804172465157144,62.527953801921356,28.875478070191782,652.0185506661052,1822564955800.8738,synthetic
37631960096.75596,34667554.98694214,8,32,8,2.1267554935575825,1155.9547897513762,46.63351468546402,202.12707238224118,260438975159.91867,synthetic
62619491934.05608,125009286.3422034,12,8,8,1.5622596228531886,417.9792145511072,61.10694238654746,237.85446616094987,1198518773261.142,synthetic
1401195393.6053898,90376504.53602491,32,8,16,1.1166710757293283,5.11734450520144,4.979903302966021,266.9208356625672,4381007820540.2603,synthetic
