model_name,source_type,run_id,total_flops,total_params,flops_per_param,array_size,precision,batch_size,clock_ghz,compute_intensity,array_utilization,latency_ms,power_w,memory_mb,throughput_ops_s,power_efficiency,memory_efficiency
densenet-9.onnx,real_benchmark,17,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,27.997199998935685,50.570404502395256,381.7298443500917,202460364901.32877,112087759.28637557,14849044.191192403
densenet-9.onnx,real_benchmark,18,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.02479999384377,37.52001039203413,702.6750645315157,226508237004.66882,151074673.6811324,8066777.396887551
densenet-9.onnx,real_benchmark,19,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.89369999966584,9.70513744439884,890.9081699086954,227701118277.96143,584053894.6133977,6362410.31274558
densenet-9.onnx,real_benchmark,20,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.9206000007689,21.328696860576205,984.7754095453628,227455331245.03864,265760414.82495257,5755955.391452465
densenet-9.onnx,real_benchmark,21,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.702300000877585,22.168832704890864,588.6351510808796,239146552351.0431,255688849.33632848,9629603.868364405
densenet-9.onnx,real_benchmark,22,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.507200003426988,12.279571042859542,206.79780930764267,231292164229.58823,461605971.7069692,27409977.633241855
densenet-9.onnx,real_benchmark,23,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.38459999434417,38.79718780568487,1004.0734185252928,214834537162.40033,146101396.70248002,5645327.546135771
densenet-9.onnx,real_benchmark,24,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,22.54640000319341,40.05787387550384,871.1427410309525,251407024056.92947,141503349.48383906,6506767.560534068
densenet-9.onnx,real_benchmark,25,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,22.31459999893559,44.52391139756839,528.2960093567347,254018594474.93478,127309644.38664459,10729445.665876951
densenet-9.onnx,real_benchmark,26,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.2255000048317,26.849233956658736,360.2417093451383,233981685697.69336,211116761.65654853,15734778.013758471
densenet-9.onnx,real_benchmark,27,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.41480000218144,40.79222179460721,248.97626407141536,223032379854.00113,138955984.18617642,22766520.932880796
densenet-9.onnx,real_benchmark,28,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,27.542899995751213,50.59360393780216,822.2301310092963,205799800633.71683,112036362.02410202,6893840.439747852
densenet-9.onnx,real_benchmark,29,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.24070000415668,45.973046893805794,466.0138844201455,233834968752.05844,123296664.2359038,12163421.557560202
densenet-9.onnx,real_benchmark,30,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.76179999555461,28.7894275868686,802.7659766062367,238547724880.28842,196889059.67052078,7060990.990042605
densenet-9.onnx,real_benchmark,31,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.117800000065472,12.102116403861071,209.48836761825285,217029126801.86658,468374549.8851611,27057938.31024886
densenet-9.onnx,real_benchmark,32,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.081299998622853,34.61673318687405,826.1688766873311,217332852591.67676,163745183.45687973,6860974.175957252
densenet-9.onnx,real_benchmark,33,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.461800003540706,37.60829696832428,702.7681482433836,222620683817.00296,150720021.46938387,8065708.92845343
densenet-9.onnx,real_benchmark,34,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.53619999525836,33.868240299837744,366.0715749786026,221972076074.45554,167363975.10305595,15484194.11743859
densenet-9.onnx,real_benchmark,35,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.37450000474928,49.11559923278943,248.07187350837285,214916807028.7323,115407801.5007046,22849520.37329693
densenet-9.onnx,real_benchmark,36,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.60769999783952,23.84946111316873,714.1346947075838,213033194468.52805,237670918.37951285,7937330.828383336
densenet-9.onnx,real_benchmark,37,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.737300005857836,36.6284662096042,952.0236438523503,220237683312.15332,154751861.40789628,5953973.270037359
densenet-9.onnx,real_benchmark,38,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.11570000590291,33.277351726679804,330.67980602764845,217046578369.2872,170335769.89097112,17141425.707001448
densenet-9.onnx,real_benchmark,39,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.45160000550095,25.598610500515232,822.0642331143874,241703053381.0232,221430898.5900466,6895231.66146838
densenet-9.onnx,real_benchmark,40,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,22.76250000431901,46.14414389013267,587.7556227353604,249020245004.91946,122839494.87214786,9644013.78505527
densenet-9.onnx,real_benchmark,41,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,24.407099997915797,40.72967030580017,296.8067855668823,232240754882.14645,139169388.90126738,19097687.8004419
densenet-9.onnx,real_benchmark,42,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.04649999859976,50.76247862982035,228.7951607286957,245951590408.27853,111663643.69673459,24774664.419033434
densenet-9.onnx,real_benchmark,43,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,25.94630000385223,28.98557275949165,796.5923611700371,218463647115.71313,195556712.75076932,7115713.88859817
densenet-9.onnx,real_benchmark,44,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.539800000435207,31.518861141786573,488.9043233082392,240797429370.47906,179839090.65441296,11593931.691028137
densenet-9.onnx,real_benchmark,45,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.39090000168653,33.90809525895551,439.0865003484755,242330279193.67374,167167258.52748272,12909354.588155894
densenet-9.onnx,real_benchmark,46,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.569599998765625,19.081818190062094,879.8533171768287,213338677596.32587,297053628.1485773,6442350.352355816
densenet-9.onnx,real_benchmark,47,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.23009999661008,23.838054046461973,733.6536350295266,216099951152.78104,237784649.47575876,7726157.218173684
densenet-9.onnx,real_benchmark,48,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,26.23440000024857,32.0479748455594,919.9959319073564,216064530842.9502,176869938.07088277,6161248.252681608
densenet-9.onnx,real_benchmark,49,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,23.973200004547834,8.748287376053158,513.64506251631,236444167942.7315,647935198.9552435,11035486.840116674
densenet-9.onnx,real_benchmark,50,5668323328.0,7895208.0,717.9447746025174,32,32,1,1.48,179.48619365062953,1.0,193.65531248968182,12.162829490305889,652.601371709921,29270166953.473145,466036568.8639674,8685736.153237343
googlenet-9.onnx,real_benchmark,1,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,83.40500000485918,41.83935521347352,831.0112167928988,37951486647.27039,75654697.04523836,3809026.496871899
googlenet-9.onnx,real_benchmark,2,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,89.63979999680305,4.975358305892213,576.085249608438,35311811763.445366,636204177.2728826,5494575.231871535
googlenet-9.onnx,real_benchmark,3,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,67.51039999653585,37.27024428171714,234.4665073552054,46886757361.27208,84929514.25873694,13500195.740407629
googlenet-9.onnx,real_benchmark,4,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,73.51010000274982,16.222271346982012,1015.3363772106824,43059984191.0376,195123338.4243475,3117532.09578151
googlenet-9.onnx,real_benchmark,5,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,90.49869999580552,42.33152158489222,656.2122326110217,34976676395.86766,74775099.61234029,4823658.546194859
googlenet-9.onnx,real_benchmark,6,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,73.5257000051206,41.080633511222864,591.5694064012994,43050848122.21514,77051970.05700354,5350756.326636738
googlenet-9.onnx,real_benchmark,7,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,71.80860000516986,45.14734713929378,457.2863237811293,44080287650.394394,70111400.6440468,6922017.080584738
googlenet-9.onnx,real_benchmark,8,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,70.74589999683667,30.91347964375604,872.0953719980748,44742433754.34527,102393641.202905,3629584.384459607
googlenet-9.onnx,real_benchmark,9,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,97.92339999694376,21.50719378593692,255.902565188652,32324691994.95516,147176046.0259575,12369331.825739251
googlenet-9.onnx,real_benchmark,10,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,90.75819999998204,34.78376596044049,738.6258355957322,34876669480.00981,91000604.89970905,4285449.535358001
googlenet-9.onnx,real_benchmark,11,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,89.67700000357581,53.81053748124006,791.3957573258793,35297163641.444115,58823864.09010119,3999697.6413617344
googlenet-9.onnx,real_benchmark,12,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,80.88440000574337,29.674428645107756,1020.5644477805308,39134168563.71857,106669071.23265405,3101561.837523152
googlenet-9.onnx,real_benchmark,13,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,100.2128999971319,30.53747866691776,395.4014553495491,31586190441.456062,103654390.64203344,8005392.243995835
googlenet-9.onnx,real_benchmark,14,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,95.986799999082,37.18468581683316,453.94838121961175,32976864985.917572,85124929.08346234,6972915.588829772
googlenet-9.onnx,real_benchmark,15,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,85.36489999823971,27.83649159029086,666.3111987153512,37080155240.21316,113712021.95491208,4750548.617605829
googlenet-9.onnx,real_benchmark,16,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,99.94490000099177,21.736570653326712,948.9701351555334,31670888099.028465,145622959.25274324,3335556.754320676
googlenet-9.onnx,real_benchmark,17,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,92.57579999393784,41.97899710454929,911.4117860754964,34191913482.867844,75403033.93534237,3473011.6422952097
googlenet-9.onnx,real_benchmark,18,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,81.65759999974398,33.40344019277785,223.9793495101732,38763614703.46819,94761010.3864921,14132301.70897923
googlenet-9.onnx,real_benchmark,19,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,93.32030000223313,19.30066302167507,693.148283212993,33919133821.089886,164001813.76179826,4566618.4575713305
googlenet-9.onnx,real_benchmark,20,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,76.45129999582423,44.26159833022877,294.6962032586945,41403399865.96554,71514447.34708239,10741040.12501967
googlenet-9.onnx,real_benchmark,21,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,84.08559999952558,19.787357473064866,736.1401157970547,37644302282.648384,159967986.96890575,4299920.186430445
googlenet-9.onnx,real_benchmark,22,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,84.25680000073044,42.512322293259295,295.12240905725656,37567813446.18546,74457088.49825224,10725528.278263131
googlenet-9.onnx,real_benchmark,23,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,77.17419999971753,29.214138700938324,210.32284450458312,41015569244.79406,108349719.81613941,15049928.367531778
googlenet-9.onnx,real_benchmark,24,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,83.83930000127293,17.389659756397087,718.570330117179,37754892323.19379,182024478.13939136,4405057.669775719
googlenet-9.onnx,real_benchmark,25,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,87.86959999997634,13.213011305294676,286.24231307236806,36023195098.20065,239562630.23372778,11058266.368498608
googlenet-9.onnx,real_benchmark,26,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,94.20060000411468,37.81980892568074,1003.2613426670982,33602161173.726475,83695392.25814773,3155054.0316380677
googlenet-9.onnx,real_benchmark,27,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,76.65299999644049,42.43110981383677,739.4833809088749,41294453500.14987,74599598.19909745,4280479.894040045
googlenet-9.onnx,real_benchmark,28,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,83.72570000210544,41.545476167651685,956.5277231018872,37806118598.23688,76189853.51051806,3309202.3027854706
googlenet-9.onnx,real_benchmark,29,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,81.95690000138711,38.68994728608188,236.35121108007337,38622053102.86781,81813079.75884871,13392542.942348996
googlenet-9.onnx,real_benchmark,30,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,96.5379999979632,10.749821865184217,469.5741230186004,32788578011.423313,294455459.89065576,6740881.979578777
googlenet-9.onnx,real_benchmark,31,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,78.62480000039795,12.05426806235742,864.1450055058546,40258846368.8808,262591119.17866635,3662977.537097997
googlenet-9.onnx,real_benchmark,32,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,98.47910000098636,19.927476872152724,575.4122831017796,32142289521.00797,158843177.32341307,5501001.346168865
googlenet-9.onnx,real_benchmark,33,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,84.05949999723816,41.86379721742642,887.4697578601003,37655990626.92497,75610526.36492023,3566706.0380702163
googlenet-9.onnx,real_benchmark,34,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,75.88579999719514,52.15962810176107,617.9826523435555,41711937465.4678,60685703.84009834,5122059.222770978
googlenet-9.onnx,real_benchmark,35,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,83.82310000160942,35.66276886782309,402.7260498195373,37762188990.13786,88757655.21303564,7859793.885545277
googlenet-9.onnx,real_benchmark,36,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,82.5639000031515,31.984272017167065,813.3981494874768,38338108348.554,98965633.52485853,3891505.956775992
googlenet-9.onnx,real_benchmark,37,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,81.91599999554455,12.918115265599695,916.4213343729864,38641336786.124374,245031390.14240262,3454026.6853686697
googlenet-9.onnx,real_benchmark,38,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,93.23560000484576,27.08656515038975,734.6423481750779,33949947700.615288,116860285.72677296,4308686.739635866
googlenet-9.onnx,real_benchmark,39,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,85.32030000060331,42.23050050096271,546.6073642269973,37099538374.54413,74953971.79056169,5790891.142526895
googlenet-9.onnx,real_benchmark,40,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,96.8492999963928,37.56578123934898,685.4036700863785,32683186601.43021,84261358.04256316,4618218.258963952
googlenet-9.onnx,real_benchmark,41,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,89.39159999863477,19.889971049605386,585.1630703446006,35409856676.1121,159142702.34553072,5409336.139551401
googlenet-9.onnx,real_benchmark,42,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,90.2912000019569,31.70776616260855,429.7488325664971,35057056988.18265,99828657.96249159,7365566.824283474
googlenet-9.onnx,real_benchmark,43,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,80.55220000096597,12.592336877031585,660.0951769065591,39295559202.1328,251370636.95142072,4795283.854043555
googlenet-9.onnx,real_benchmark,44,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,82.68780000071274,30.58397027505545,237.90310554504856,38280662249.723854,103496822.50203837,13305180.428876616
googlenet-9.onnx,real_benchmark,45,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,84.23659999971278,39.33475513289007,459.2413794049235,37576822236.543175,80471932.07384562,6892549.073066256
googlenet-9.onnx,real_benchmark,46,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,92.9083000009996,6.509548443052093,429.48848028233647,34069547542.74854,486261645.7698973,7370031.76859475
googlenet-9.onnx,real_benchmark,47,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,89.06470000511035,20.201109241946117,904.0991371682958,35539823788.98013,156691580.86925647,3501102.4940020135
googlenet-9.onnx,real_benchmark,48,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,78.83360000414541,50.7690554970726,641.3421705160783,40152216108.7855,62347895.039312646,4935499.160149629
googlenet-9.onnx,real_benchmark,49,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,90.2018999986467,24.530566791617616,504.35627945250025,35091763522.13745,129036714.46316797,6276007.403681684
googlenet-9.onnx,real_benchmark,50,3165343744.0,6998552.0,452.28552191939065,32,32,1,1.48,113.07138047984779,1.0,84.76350000273669,23.448386311959,733.9713952532887,37343240237.8123,134991964.92833757,4312625.484354924
mobilenetv2-7.onnx,real_benchmark,1,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,65.71570000232896,49.57690745903615,541.910934585958,13059647420.168766,17310960.19928258,1583699.1232514638
mobilenetv2-7.onnx,real_benchmark,2,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,67.86859999556327,14.884915911958345,416.8122033761399,12645374621.785393,57657287.18251887,2059018.102224159
mobilenetv2-7.onnx,real_benchmark,3,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,35.720100000617094,30.971358163532237,576.9743851133471,24026356924.67752,27710243.354242958,1487455.7590915004
mobilenetv2-7.onnx,real_benchmark,4,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,36.90859999915119,18.73798511730385,312.12788477521804,23252680188.89194,45801288.995018385,2749590.516690178
mobilenetv2-7.onnx,real_benchmark,5,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,39.09640000347281,34.85619767850198,779.5616463576935,21951480748.195915,24621844.289203767,1100905.7154092009
mobilenetv2-7.onnx,real_benchmark,6,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,51.83750000287546,36.4135763057352,645.0804730653659,16556042863.803112,23568788.315613493,1330413.658172741
mobilenetv2-7.onnx,real_benchmark,7,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,47.68579999654321,13.168303274977536,725.2284634156151,17997472456.417076,65173458.82966304,1183384.1544858585
mobilenetv2-7.onnx,real_benchmark,8,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,36.320399995020125,32.71936556609791,405.8473654640799,23629251663.463802,26229844.524459485,2114646.896863525
mobilenetv2-7.onnx,real_benchmark,9,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,36.61939999437891,6.702932883843181,470.3589353116111,23436317146.969574,128037067.5929489,1824614.7942595873
mobilenetv2-7.onnx,real_benchmark,10,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,46.75950000091689,6.858309889934821,549.8668835225689,18354000192.11436,125136350.57642354,1560784.79665191
mobilenetv2-7.onnx,real_benchmark,11,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,38.26060000574216,31.40648273033158,578.630771093496,22431009233.28953,27326328.742246773,1483197.774572716
mobilenetv2-7.onnx,real_benchmark,12,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,35.1474999988568,33.74153779328125,684.3373359997333,24417778562.56958,25435232.887237895,1254094.7670693705
mobilenetv2-7.onnx,real_benchmark,13,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,35.92709999793442,30.683628239359184,665.4568534623179,23887925049.596054,27970090.92358312,1289676.2089410217
mobilenetv2-7.onnx,real_benchmark,14,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,32.69749999890337,36.29549278191576,932.3600532329476,26247385030.316807,23645466.860589247,920485.459469133
mobilenetv2-7.onnx,real_benchmark,15,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,32.15809999528574,40.461446920967454,862.0529868469375,26687642370.843193,21210904.134601086,995558.1444350671
mobilenetv2-7.onnx,real_benchmark,16,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,39.750200005073566,39.729888053739614,876.5285693812465,21590429026.53218,21601467.15296884,979116.827413898
mobilenetv2-7.onnx,real_benchmark,17,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,35.710200005269144,46.46301278952241,598.0735968002898,24033017789.689404,18471119.72060541,1434980.3712739896
mobilenetv2-7.onnx,real_benchmark,18,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,37.99600000638748,10.994119715303263,657.912866795418,22587216334.76483,78062081.6803345,1304464.337606313
mobilenetv2-7.onnx,real_benchmark,19,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,40.7338000004529,37.9595657107328,597.9841756086986,21069084445.60679,22608895.958239436,1435194.9549702497
mobilenetv2-7.onnx,real_benchmark,20,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,43.27789999661036,14.721572281835696,747.3695009145661,19830534107.875347,58297025.2760267,1148326.0568410896
mobilenetv2-7.onnx,real_benchmark,21,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,38.92430000269087,43.52083017966689,807.140200804713,22048537081.99429,19719841.470390134,1063289.7124114546
mobilenetv2-7.onnx,real_benchmark,22,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,38.31280000304105,16.04981621831895,428.38970831132,22400447681.502766,53472504.59389777,2003371.8255347922
mobilenetv2-7.onnx,real_benchmark,23,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,43.6866000018199,7.76025922790967,458.37372116040274,19645014076.724857,110592165.24719787,1872323.4608838994
mobilenetv2-7.onnx,real_benchmark,24,858223872.0,3470784.0,247.27089671958774,32,32,1,1.48,61.81772417989706,1.0,51.62719999498222,38.497269051806654,406.73740866572746,16623482816.875853,22293110.47030732,2110019.5204425403
